-87.7380968,41.8720840,title
-87.7392853,41.8718029,title
-87.7301996,41.8738282,title
-87.7330051,41.8737633,title
-87.7572747,41.9686628,title
-87.8954342,41.9809837,title
-87.8725418,41.9831609,title
-87.7209727,41.9484614,title
-87.7596689,41.9701182,title
-87.7272464,41.9518965,title
-87.8879103,41.9772275,title
-87.7705034,41.9748744,title
-87.7258034,41.9510527,title
-87.7736406,41.9766309,title
-87.7453889,41.9626295,title
-87.7857615,41.9825150,title
-87.7288074,41.9527782,title
-87.7347324,41.9561073,title
-87.7162440,41.9431009,title
-87.7244623,41.9502947,title
-87.6725526,41.9066111,title
-87.7689655,41.9740028,title
-87.7821861,41.9814662,title
-87.7610235,41.9707583,title
-87.7224748,41.9491656,title
-87.7328007,41.9550187,title
-87.7338312,41.9556067,title
-87.6747824,41.9080662,title
-87.8915557,41.9776000,title
-87.7661277,41.9724115,title
-87.8847402,41.9785312,title
-87.7460675,41.9629107,title
-87.7457770,41.9627536,title
-87.7627347,41.9712788,title
-87.7164988,41.9433783,title
-87.7825428,41.9816636,title
-87.7828191,41.9818012,title
-87.8908369,41.9772630,title
-87.8890721,41.9770143,title
-87.7616860,41.9709976,title
-87.8730297,41.9830971,title
-87.8893483,41.9770058,title
-87.7658192,41.9722659,title
-87.7620025,41.9710894,title
-87.6962535,41.9216326,title
-87.7311571,41.9541067,title
-87.7442757,41.9619973,title
-87.8905687,41.9771713,title
-87.7190362,41.9473662,title
-87.8717621,41.9832124,title
-87.6874563,41.9162829,title
-87.7716799,41.9755402,title
-87.8916693,41.9777203,title
-87.7652158,41.9720047,title
-87.7694760,41.9741907,title
-87.7458127,41.9628090,title
-87.6818499,41.9126241,title
-87.7854718,41.9825010,title
-87.7505923,41.9647037,title
-87.8887850,41.9770388,title
-87.8913331,41.9774784,title
-87.7797978,41.9800599,title
-87.7445922,41.9622007,title
-87.8744295,41.9827634,title
-87.7224774,41.9491203,title
-87.7730022,41.9762700,title
-87.7589233,41.9696934,title
-87.7846108,41.9823854,title
-87.8887170,41.9770795,title
-87.7043350,41.9266117,title
-87.7379940,41.9578846,title
-87.8902790,41.9771035,title
-87.7831570,41.9819587,title
-87.7184986,41.9467697,title
-87.8890159,41.9770555,title
-87.7359233,41.9567117,title
-87.7419637,41.9601843,title
-87.7412636,41.9597375,title
-87.7150960,41.9422052,title
-87.7648563,41.9718631,title
-87.7603905,41.9704891,title
-87.7481006,41.9635649,title
-87.7503279,41.9644943,title
-87.7171452,41.9443618,title
-87.7438680,41.9617081,title
-87.8950962,41.9806726,title
-87.7315299,41.9543062,title
-87.7199937,41.9480345,title
-87.7197067,41.9478709,title
-87.7850480,41.9824551,title
-87.6780816,41.9101887,title
-87.7491198,41.9639299,title
-87.6790096,41.9108408,title
-87.8735339,41.9830094,title
-87.7723590,41.9758300,title
-87.7187036,41.9470311,title
-87.7786804,41.9794843,title
-87.7182315,41.9463468,title
-87.7015347,41.9248197,title
-87.7606855,41.9706167,title
-87.7724068,41.9759410,title
-87.7279171,41.9522763,title
-87.7177085,41.9453713,title
-87.8896299,41.9770158,title
-87.8793916,41.9807408,title
-87.6782854,41.9103498,title
-87.7430607,41.9610579,title
-87.6737116,41.9073615,title
-87.8884921,41.9770823,title
-87.7193768,41.9476455,title
-87.7307833,41.9538979,title
-87.7600793,41.9703395,title
-87.7512763,41.9651504,title
-87.7220510,41.9489482,title
-87.7464403,41.9630364,title
-87.6724186,41.9064674,title
-87.7425216,41.9606071,title
-87.8744735,41.9827953,title
-87.8903364,41.9771598,title
-87.8756153,41.9822956,title
-87.7623404,41.9711811,title
-87.8898489,41.9770370,title
-87.8940931,41.9797714,title
-87.7448685,41.9623583,title
-87.8809851,41.9800785,title
-87.8933099,41.9790915,title
-87.7266670,41.9515414,title
-87.7486612,41.9637544,title
-87.7029670,41.9256878,title
-87.7527274,41.9661257,title
-87.7521856,41.9657607,title
-87.7531324,41.9663809,title
-87.7167000,41.9436376,title
-87.8911024,41.9773667,title
-87.7834816,41.9820803,title
-87.7667366,41.9727425,title
-87.8876719,41.9773169,title
-87.7343221,41.9558859,title
-87.6884461,41.9168846,title
-87.8882103,41.9771430,title
-87.7534704,41.9665844,title
-87.6741852,41.9076841,title
-87.7838249,41.9821959,title
-87.8826559,41.9793910,title
-87.7194138,41.9475809,title
-87.8912994,41.9775053,title
-87.7198301,41.9478587,title
-87.7165331,41.9433460,title
-87.8927171,41.9785671,title
-87.7655188,41.9721303,title
-87.8945190,41.9802372,title
-87.6910232,41.9184433,title
-87.7321988,41.9546758,title
-87.7046649,41.9268691,title
-87.7613453,41.9708820,title
-87.7758748,41.9778971,title
-87.6783703,41.9104235,title
-87.7473225,41.9632871,title
-87.7153186,41.9423468,title
-87.7391125,41.9585208,title
-87.7494792,41.9640735,title
-87.6896231,41.9175991,title
-87.7168823,41.9439089,title
-87.7160079,41.9428775,title
-87.7639015,41.9715540,title
-87.7422265,41.9603757,title
-87.6946254,41.9206427,title
-87.8881372,41.9771989,title
-87.7386029,41.9582256,title
-87.6826010,41.9131622,title
-87.7337317,41.9554947,title
-87.7502115,41.9644664,title
-87.7177286,41.9453390,title
-87.7644781,41.9717215,title
-87.6782263,41.9102919,title
-87.7548168,41.9673462,title
-87.8873420,41.9774465,title
-87.7451260,41.9624979,title
-87.7215628,41.9487108,title
-87.7405448,41.9593286,title
-87.7861558,41.9825229,title
-87.7879421,41.9825130,title
-87.7642662,41.9716537,title
-87.8945732,41.9801981,title
-87.7577538,41.9690234,title
-87.6712902,41.9057987,title
-87.7867512,41.9825209,title
-87.7162493,41.9430388,title
-87.7416311,41.9599609,title
-87.7842514,41.9823096,title
-87.7203397,41.9482001,title
-87.7363149,41.9569291,title
-87.8893823,41.9770489,title
-87.7033303,41.9259235,title
-87.7809845,41.9807863,title
-87.7051720,41.9273102,title
-87.7230031,41.9494668,title
-87.7004082,41.9241411,title
-87.7796058,41.9800067,title
-87.8769618,41.9817433,title
-87.6768128,41.9093677,title
-87.7156566,41.9425922,title
-87.7643548,41.9716356,title
-87.7663664,41.9725351,title
-87.8910076,41.9773697,title
-87.7498306,41.9642510,title
-87.8920331,41.9779529,title
-87.6730341,41.9069209,title
-87.7200798,41.9479942,title
-87.7565308,41.9683274,title
-87.8918400,41.9777954,title
-87.7318518,41.9544837,title
-87.6862997,41.9154908,title
-87.8878663,41.9772859,title
-87.7038173,41.9262625,title
-87.6990483,41.9233189,title
-87.6781593,41.9102420,title
-87.7259057,41.9510702,title
-87.7187617,41.9469566,title
-87.7471239,41.9632540,title
-87.6295459,41.8855820,title
-87.8109834,41.9822904,title
-87.8031605,41.9823985,title
-87.8103856,41.9822863,title
-87.7628539,41.9713069,title
-87.7687662,41.9737855,title
-87.6292335,41.8758517,title
-87.6293131,41.8757327,title
-87.6294707,41.8756495,title
-87.8992476,41.9811944,title
-87.8986360,41.9815892,title
